tid_tw,id_global,date,tw_id,partition_id,thing_type,size_category,base_color,state
T20260409_0010_TW2665,T20260409_0010,2026-04-09,TW2665,1,Suitcase,Medium,Black,Stationary
T20260409_0014_TW2665,T20260409_0014,2026-04-09,TW2665,1,Handbag,Large,Red,Stationary
T20260409_0018_TW2665,T20260409_0018,2026-04-09,TW2665,1,Backpack,Large,Gray,Stationary
T20260409_0012_TW2665,T20260409_0012,2026-04-09,TW2665,1,Handbag,Large,Green,Stationary
T20260409_0005_TW2665,T20260409_0005,2026-04-09,TW2665,1,Backpack,Medium,Black,Stationary
T20260409_0013_TW2665,T20260409_0013,2026-04-09,TW2665,1,Backpack,Small,Brown,Stationary
T20260409_0020_TW2665,T20260409_0020,2026-04-09,TW2665,1,Bag,Small,White,Stationary
T20260409_0019_TW2665,T20260409_0019,2026-04-09,TW2665,1,Backpack,Medium,Black,Carried
T20260409_0016_TW2665,T20260409_0016,2026-04-09,TW2665,1,Bag,Medium,Red,Carried
T20260409_0002_TW2665,T20260409_0002,2026-04-09,TW2665,1,Box,Medium,White,Stationary
T20260409_0006_TW2665,T20260409_0006,2026-04-09,TW2665,1,Handbag,Medium,Blue,Carried
T20260409_0007_TW2665,T20260409_0007,2026-04-09,TW2665,1,Backpack,Small,Blue,Carried
T20260409_0008_TW2665,T20260409_0008,2026-04-09,TW2665,1,Backpack,Medium,Black,Stationary
T20260409_0017_TW2665,T20260409_0017,2026-04-09,TW2665,1,Bag,Small,Black,Carried
T20260409_0001_TW2665,T20260409_0001,2026-04-09,TW2665,1,Box,Medium,Green,Carried
T20260409_0020_TW2666,T20260409_0020,2026-04-09,TW2666,1,Bag,Small,White,Stationary
T20260409_0004_TW2666,T20260409_0004,2026-04-09,TW2666,1,Box,Medium,Green,Stationary
T20260409_0015_TW2666,T20260409_0015,2026-04-09,TW2666,1,Handbag,Small,Black,Carried
T20260409_0007_TW2666,T20260409_0007,2026-04-09,TW2666,1,Backpack,Small,Blue,Carried
T20260409_0003_TW2666,T20260409_0003,2026-04-09,TW2666,1,Backpack,Large,Brown,Stationary
T20260409_0002_TW2666,T20260409_0002,2026-04-09,TW2666,1,Box,Medium,White,Stationary
T20260409_0011_TW2666,T20260409_0011,2026-04-09,TW2666,1,Suitcase,Medium,Blue,Stationary
T20260409_0017_TW2666,T20260409_0017,2026-04-09,TW2666,1,Bag,Small,Black,Stationary
T20260409_0014_TW2666,T20260409_0014,2026-04-09,TW2666,1,Handbag,Large,Red,Carried
T20260409_0018_TW2666,T20260409_0018,2026-04-09,TW2666,1,Backpack,Large,Gray,Carried
T20260409_0006_TW2666,T20260409_0006,2026-04-09,TW2666,1,Handbag,Medium,Blue,Stationary
T20260409_0016_TW2666,T20260409_0016,2026-04-09,TW2666,1,Bag,Medium,Red,Stationary
T20260409_0001_TW2666,T20260409_0001,2026-04-09,TW2666,1,Box,Medium,Green,Stationary
T20260409_0012_TW2666,T20260409_0012,2026-04-09,TW2666,1,Handbag,Large,Green,Stationary
T20260409_0013_TW2666,T20260409_0013,2026-04-09,TW2666,2,Backpack,Small,Brown,Stationary
T20260409_0019_TW2666,T20260409_0019,2026-04-09,TW2666,2,Backpack,Medium,Black,Carried
T20260409_0008_TW2666,T20260409_0008,2026-04-09,TW2666,2,Backpack,Medium,Black,Carried
T20260409_0009_TW2666,T20260409_0009,2026-04-09,TW2666,2,Backpack,Small,Black,Stationary
T20260409_0005_TW2666,T20260409_0005,2026-04-09,TW2666,2,Backpack,Medium,Black,Carried
T20260409_0010_TW2666,T20260409_0010,2026-04-09,TW2666,2,Suitcase,Medium,Black,Stationary
T20260409_0003_TW2667,T20260409_0003,2026-04-09,TW2667,1,Backpack,Large,Brown,Stationary
T20260409_0011_TW2667,T20260409_0011,2026-04-09,TW2667,1,Suitcase,Medium,Blue,Stationary
T20260409_0013_TW2667,T20260409_0013,2026-04-09,TW2667,1,Backpack,Small,Brown,Stationary
T20260409_0001_TW2667,T20260409_0001,2026-04-09,TW2667,1,Box,Medium,Green,Carried
T20260409_0018_TW2667,T20260409_0018,2026-04-09,TW2667,1,Backpack,Large,Gray,Carried
T20260409_0015_TW2667,T20260409_0015,2026-04-09,TW2667,1,Handbag,Small,Black,Carried
T20260409_0019_TW2667,T20260409_0019,2026-04-09,TW2667,1,Backpack,Medium,Black,Carried
T20260409_0004_TW2667,T20260409_0004,2026-04-09,TW2667,1,Box,Medium,Green,Carried
T20260409_0006_TW2667,T20260409_0006,2026-04-09,TW2667,1,Handbag,Medium,Blue,Stationary
T20260409_0007_TW2667,T20260409_0007,2026-04-09,TW2667,1,Backpack,Small,Blue,Stationary
T20260409_0020_TW2667,T20260409_0020,2026-04-09,TW2667,1,Bag,Small,White,Stationary
T20260409_0008_TW2667,T20260409_0008,2026-04-09,TW2667,1,Backpack,Medium,Black,Carried
T20260409_0005_TW2667,T20260409_0005,2026-04-09,TW2667,1,Backpack,Medium,Black,Stationary
T20260409_0014_TW2667,T20260409_0014,2026-04-09,TW2667,1,Handbag,Large,Red,Carried
T20260409_0012_TW2667,T20260409_0012,2026-04-09,TW2667,1,Handbag,Large,Green,Stationary
T20260409_0010_TW2667,T20260409_0010,2026-04-09,TW2667,1,Suitcase,Medium,Black,Carried
T20260409_0016_TW2667,T20260409_0016,2026-04-09,TW2667,1,Bag,Medium,Red,Stationary
T20260409_0002_TW2667,T20260409_0002,2026-04-09,TW2667,1,Box,Medium,White,Stationary
T20260409_0009_TW2667,T20260409_0009,2026-04-09,TW2667,1,Backpack,Small,Black,Stationary
T20260409_0017_TW2667,T20260409_0017,2026-04-09,TW2667,1,Bag,Small,Black,Stationary
T20260409_0014_TW2668,T20260409_0014,2026-04-09,TW2668,1,Handbag,Large,Red,Stationary
T20260409_0005_TW2668,T20260409_0005,2026-04-09,TW2668,1,Backpack,Medium,Black,Carried
T20260409_0010_TW2668,T20260409_0010,2026-04-09,TW2668,1,Suitcase,Medium,Black,Stationary
T20260409_0011_TW2668,T20260409_0011,2026-04-09,TW2668,1,Suitcase,Medium,Blue,Stationary
T20260409_0008_TW2668,T20260409_0008,2026-04-09,TW2668,1,Backpack,Medium,Black,Stationary
T20260409_0020_TW2668,T20260409_0020,2026-04-09,TW2668,1,Bag,Small,White,Stationary
T20260409_0002_TW2668,T20260409_0002,2026-04-09,TW2668,1,Box,Medium,White,Carried
T20260409_0018_TW2668,T20260409_0018,2026-04-09,TW2668,1,Backpack,Large,Gray,Carried
T20260409_0015_TW2668,T20260409_0015,2026-04-09,TW2668,1,Handbag,Small,Black,Stationary
T20260409_0017_TW2668,T20260409_0017,2026-04-09,TW2668,1,Bag,Small,Black,Carried
T20260409_0007_TW2668,T20260409_0007,2026-04-09,TW2668,1,Backpack,Small,Blue,Carried
T20260409_0001_TW2668,T20260409_0001,2026-04-09,TW2668,1,Box,Medium,Green,Carried
T20260409_0012_TW2668,T20260409_0012,2026-04-09,TW2668,2,Handbag,Large,Green,Carried
T20260409_0009_TW2668,T20260409_0009,2026-04-09,TW2668,2,Backpack,Small,Black,Stationary
T20260409_0019_TW2668,T20260409_0019,2026-04-09,TW2668,2,Backpack,Medium,Black,Carried
T20260409_0003_TW2668,T20260409_0003,2026-04-09,TW2668,2,Backpack,Large,Brown,Stationary
T20260409_0006_TW2668,T20260409_0006,2026-04-09,TW2668,2,Handbag,Medium,Blue,Stationary
T20260409_0013_TW2668,T20260409_0013,2026-04-09,TW2668,2,Backpack,Small,Brown,Carried
T20260409_0016_TW2668,T20260409_0016,2026-04-09,TW2668,2,Bag,Medium,Red,Carried
T20260409_0004_TW2668,T20260409_0004,2026-04-09,TW2668,2,Box,Medium,Green,Carried
T20260409_0013_TW2669,T20260409_0013,2026-04-09,TW2669,1,Backpack,Small,Brown,Carried
T20260409_0005_TW2669,T20260409_0005,2026-04-09,TW2669,1,Backpack,Medium,Black,Stationary
T20260409_0009_TW2669,T20260409_0009,2026-04-09,TW2669,1,Backpack,Small,Black,Stationary
T20260409_0015_TW2669,T20260409_0015,2026-04-09,TW2669,1,Handbag,Small,Black,Stationary
T20260409_0018_TW2669,T20260409_0018,2026-04-09,TW2669,1,Backpack,Large,Gray,Carried
T20260409_0004_TW2669,T20260409_0004,2026-04-09,TW2669,1,Box,Medium,Green,Carried
T20260409_0019_TW2669,T20260409_0019,2026-04-09,TW2669,1,Backpack,Medium,Black,Stationary
T20260409_0007_TW2669,T20260409_0007,2026-04-09,TW2669,1,Backpack,Small,Blue,Carried
T20260409_0010_TW2669,T20260409_0010,2026-04-09,TW2669,1,Suitcase,Medium,Black,Stationary
T20260409_0003_TW2669,T20260409_0003,2026-04-09,TW2669,1,Backpack,Large,Brown,Stationary
T20260409_0006_TW2669,T20260409_0006,2026-04-09,TW2669,1,Handbag,Medium,Blue,Carried
T20260409_0001_TW2669,T20260409_0001,2026-04-09,TW2669,1,Box,Medium,Green,Carried
T20260409_0020_TW2669,T20260409_0020,2026-04-09,TW2669,1,Bag,Small,White,Carried
T20260409_0011_TW2669,T20260409_0011,2026-04-09,TW2669,1,Suitcase,Medium,Blue,Stationary
T20260409_0017_TW2669,T20260409_0017,2026-04-09,TW2669,1,Bag,Small,Black,Stationary
T20260409_0008_TW2669,T20260409_0008,2026-04-09,TW2669,1,Backpack,Medium,Black,Carried
T20260409_0002_TW2669,T20260409_0002,2026-04-09,TW2669,1,Box,Medium,White,Carried
T20260409_0014_TW2669,T20260409_0014,2026-04-09,TW2669,2,Handbag,Large,Red,Stationary
T20260409_0012_TW2669,T20260409_0012,2026-04-09,TW2669,2,Handbag,Large,Green,Stationary
T20260409_0016_TW2669,T20260409_0016,2026-04-09,TW2669,2,Bag,Medium,Red,Carried
T20260409_0018_TW2670,T20260409_0018,2026-04-09,TW2670,1,Backpack,Large,Gray,Stationary
T20260409_0014_TW2670,T20260409_0014,2026-04-09,TW2670,1,Handbag,Large,Red,Stationary
T20260409_0005_TW2670,T20260409_0005,2026-04-09,TW2670,1,Backpack,Medium,Black,Stationary
T20260409_0020_TW2670,T20260409_0020,2026-04-09,TW2670,1,Bag,Small,White,Stationary
T20260409_0010_TW2670,T20260409_0010,2026-04-09,TW2670,1,Suitcase,Medium,Black,Carried
T20260409_0012_TW2670,T20260409_0012,2026-04-09,TW2670,1,Handbag,Large,Green,Carried
T20260409_0009_TW2670,T20260409_0009,2026-04-09,TW2670,1,Backpack,Small,Black,Stationary
T20260409_0016_TW2670,T20260409_0016,2026-04-09,TW2670,1,Bag,Medium,Red,Stationary
T20260409_0003_TW2670,T20260409_0003,2026-04-09,TW2670,1,Backpack,Large,Brown,Carried
T20260409_0007_TW2670,T20260409_0007,2026-04-09,TW2670,1,Backpack,Small,Blue,Stationary
T20260409_0011_TW2670,T20260409_0011,2026-04-09,TW2670,1,Suitcase,Medium,Blue,Stationary
T20260409_0006_TW2670,T20260409_0006,2026-04-09,TW2670,1,Handbag,Medium,Blue,Carried
T20260409_0001_TW2670,T20260409_0001,2026-04-09,TW2670,1,Box,Medium,Green,Carried
T20260409_0013_TW2670,T20260409_0013,2026-04-09,TW2670,1,Backpack,Small,Brown,Stationary
T20260409_0015_TW2670,T20260409_0015,2026-04-09,TW2670,1,Handbag,Small,Black,Carried
T20260409_0017_TW2670,T20260409_0017,2026-04-09,TW2670,1,Bag,Small,Black,Stationary
T20260409_0019_TW2670,T20260409_0019,2026-04-09,TW2670,1,Backpack,Medium,Black,Stationary
T20260409_0008_TW2670,T20260409_0008,2026-04-09,TW2670,1,Backpack,Medium,Black,Stationary
T20260409_0004_TW2670,T20260409_0004,2026-04-09,TW2670,1,Box,Medium,Green,Carried
T20260409_0002_TW2670,T20260409_0002,2026-04-09,TW2670,1,Box,Medium,White,Stationary
T20260409_0018_TW2671,T20260409_0018,2026-04-09,TW2671,1,Backpack,Large,Gray,Stationary
T20260409_0014_TW2671,T20260409_0014,2026-04-09,TW2671,1,Handbag,Large,Red,Stationary
T20260409_0009_TW2671,T20260409_0009,2026-04-09,TW2671,1,Backpack,Small,Black,Carried
T20260409_0016_TW2671,T20260409_0016,2026-04-09,TW2671,1,Bag,Medium,Red,Carried
T20260409_0012_TW2671,T20260409_0012,2026-04-09,TW2671,1,Handbag,Large,Green,Carried
T20260409_0019_TW2671,T20260409_0019,2026-04-09,TW2671,1,Backpack,Medium,Black,Carried
T20260409_0020_TW2671,T20260409_0020,2026-04-09,TW2671,1,Bag,Small,White,Stationary
T20260409_0006_TW2671,T20260409_0006,2026-04-09,TW2671,1,Handbag,Medium,Blue,Stationary
T20260409_0001_TW2671,T20260409_0001,2026-04-09,TW2671,1,Box,Medium,Green,Carried
T20260409_0007_TW2671,T20260409_0007,2026-04-09,TW2671,1,Backpack,Small,Blue,Stationary
T20260409_0015_TW2671,T20260409_0015,2026-04-09,TW2671,1,Handbag,Small,Black,Carried
T20260409_0010_TW2671,T20260409_0010,2026-04-09,TW2671,1,Suitcase,Medium,Black,Stationary
T20260409_0008_TW2671,T20260409_0008,2026-04-09,TW2671,1,Backpack,Medium,Black,Carried
T20260409_0005_TW2671,T20260409_0005,2026-04-09,TW2671,1,Backpack,Medium,Black,Carried
T20260409_0011_TW2671,T20260409_0011,2026-04-09,TW2671,1,Suitcase,Medium,Blue,Carried
T20260409_0004_TW2671,T20260409_0004,2026-04-09,TW2671,1,Box,Medium,Green,Carried
T20260409_0003_TW2671,T20260409_0003,2026-04-09,TW2671,1,Backpack,Large,Brown,Stationary
T20260409_0017_TW2671,T20260409_0017,2026-04-09,TW2671,1,Bag,Small,Black,Carried
T20260409_0002_TW2671,T20260409_0002,2026-04-09,TW2671,1,Box,Medium,White,Carried
T20260409_0013_TW2671,T20260409_0013,2026-04-09,TW2671,2,Backpack,Small,Brown,Carried
T20260409_0002_TW2672,T20260409_0002,2026-04-09,TW2672,1,Box,Medium,White,Stationary
T20260409_0007_TW2672,T20260409_0007,2026-04-09,TW2672,1,Backpack,Small,Blue,Stationary
T20260409_0008_TW2672,T20260409_0008,2026-04-09,TW2672,1,Backpack,Medium,Black,Carried
T20260409_0018_TW2672,T20260409_0018,2026-04-09,TW2672,1,Backpack,Large,Gray,Carried
T20260409_0010_TW2672,T20260409_0010,2026-04-09,TW2672,1,Suitcase,Medium,Black,Stationary
T20260409_0005_TW2672,T20260409_0005,2026-04-09,TW2672,1,Backpack,Medium,Black,Carried
T20260409_0015_TW2672,T20260409_0015,2026-04-09,TW2672,1,Handbag,Small,Black,Stationary
T20260409_0006_TW2672,T20260409_0006,2026-04-09,TW2672,1,Handbag,Medium,Blue,Carried
T20260409_0014_TW2672,T20260409_0014,2026-04-09,TW2672,1,Handbag,Large,Red,Carried
T20260409_0019_TW2672,T20260409_0019,2026-04-09,TW2672,1,Backpack,Medium,Black,Stationary
T20260409_0011_TW2672,T20260409_0011,2026-04-09,TW2672,1,Suitcase,Medium,Blue,Carried
T20260409_0016_TW2672,T20260409_0016,2026-04-09,TW2672,1,Bag,Medium,Red,Stationary
T20260409_0012_TW2672,T20260409_0012,2026-04-09,TW2672,1,Handbag,Large,Green,Stationary
T20260409_0017_TW2672,T20260409_0017,2026-04-09,TW2672,1,Bag,Small,Black,Carried
T20260409_0009_TW2672,T20260409_0009,2026-04-09,TW2672,1,Backpack,Small,Black,Carried
T20260409_0013_TW2672,T20260409_0013,2026-04-09,TW2672,1,Backpack,Small,Brown,Stationary
T20260409_0020_TW2672,T20260409_0020,2026-04-09,TW2672,2,Bag,Small,White,Stationary
T20260409_0001_TW2672,T20260409_0001,2026-04-09,TW2672,2,Box,Medium,Green,Stationary
T20260409_0003_TW2672,T20260409_0003,2026-04-09,TW2672,2,Backpack,Large,Brown,Stationary
T20260409_0004_TW2672,T20260409_0004,2026-04-09,TW2672,2,Box,Medium,Green,Carried
T20260409_0001_TW2673,T20260409_0001,2026-04-09,TW2673,1,Box,Medium,Green,Carried
T20260409_0017_TW2673,T20260409_0017,2026-04-09,TW2673,1,Bag,Small,Black,Stationary
T20260409_0010_TW2673,T20260409_0010,2026-04-09,TW2673,1,Suitcase,Medium,Black,Stationary
T20260409_0013_TW2673,T20260409_0013,2026-04-09,TW2673,1,Backpack,Small,Brown,Carried
T20260409_0014_TW2673,T20260409_0014,2026-04-09,TW2673,1,Handbag,Large,Red,Carried
T20260409_0012_TW2673,T20260409_0012,2026-04-09,TW2673,1,Handbag,Large,Green,Carried
T20260409_0006_TW2673,T20260409_0006,2026-04-09,TW2673,1,Handbag,Medium,Blue,Stationary
T20260409_0015_TW2673,T20260409_0015,2026-04-09,TW2673,1,Handbag,Small,Black,Stationary
T20260409_0018_TW2673,T20260409_0018,2026-04-09,TW2673,1,Backpack,Large,Gray,Stationary
T20260409_0019_TW2673,T20260409_0019,2026-04-09,TW2673,1,Backpack,Medium,Black,Carried
T20260409_0020_TW2673,T20260409_0020,2026-04-09,TW2673,1,Bag,Small,White,Stationary
T20260409_0009_TW2673,T20260409_0009,2026-04-09,TW2673,1,Backpack,Small,Black,Stationary
T20260409_0016_TW2673,T20260409_0016,2026-04-09,TW2673,1,Bag,Medium,Red,Stationary
T20260409_0011_TW2673,T20260409_0011,2026-04-09,TW2673,1,Suitcase,Medium,Blue,Stationary
T20260409_0002_TW2673,T20260409_0002,2026-04-09,TW2673,1,Box,Medium,White,Carried
T20260409_0008_TW2673,T20260409_0008,2026-04-09,TW2673,1,Backpack,Medium,Black,Carried
T20260409_0005_TW2673,T20260409_0005,2026-04-09,TW2673,1,Backpack,Medium,Black,Stationary
T20260409_0003_TW2673,T20260409_0003,2026-04-09,TW2673,1,Backpack,Large,Brown,Stationary
T20260409_0004_TW2673,T20260409_0004,2026-04-09,TW2673,1,Box,Medium,Green,Stationary
T20260409_0007_TW2673,T20260409_0007,2026-04-09,TW2673,1,Backpack,Small,Blue,Carried
T20260409_0007_TW2674,T20260409_0007,2026-04-09,TW2674,1,Backpack,Small,Blue,Carried
T20260409_0002_TW2674,T20260409_0002,2026-04-09,TW2674,1,Box,Medium,White,Stationary
T20260409_0001_TW2674,T20260409_0001,2026-04-09,TW2674,1,Box,Medium,Green,Stationary
T20260409_0019_TW2674,T20260409_0019,2026-04-09,TW2674,1,Backpack,Medium,Black,Stationary
T20260409_0013_TW2674,T20260409_0013,2026-04-09,TW2674,1,Backpack,Small,Brown,Stationary
T20260409_0004_TW2674,T20260409_0004,2026-04-09,TW2674,1,Box,Medium,Green,Stationary
T20260409_0018_TW2674,T20260409_0018,2026-04-09,TW2674,1,Backpack,Large,Gray,Stationary
T20260409_0008_TW2674,T20260409_0008,2026-04-09,TW2674,1,Backpack,Medium,Black,Carried
T20260409_0009_TW2674,T20260409_0009,2026-04-09,TW2674,1,Backpack,Small,Black,Stationary
T20260409_0011_TW2674,T20260409_0011,2026-04-09,TW2674,1,Suitcase,Medium,Blue,Carried
T20260409_0020_TW2674,T20260409_0020,2026-04-09,TW2674,1,Bag,Small,White,Carried
T20260409_0010_TW2674,T20260409_0010,2026-04-09,TW2674,1,Suitcase,Medium,Black,Carried
T20260409_0014_TW2674,T20260409_0014,2026-04-09,TW2674,1,Handbag,Large,Red,Carried
T20260409_0017_TW2674,T20260409_0017,2026-04-09,TW2674,1,Bag,Small,Black,Stationary
T20260409_0012_TW2674,T20260409_0012,2026-04-09,TW2674,1,Handbag,Large,Green,Stationary
T20260409_0005_TW2674,T20260409_0005,2026-04-09,TW2674,1,Backpack,Medium,Black,Carried
T20260409_0016_TW2674,T20260409_0016,2026-04-09,TW2674,1,Bag,Medium,Red,Stationary
T20260409_0006_TW2674,T20260409_0006,2026-04-09,TW2674,1,Handbag,Medium,Blue,Stationary
T20260409_0003_TW2674,T20260409_0003,2026-04-09,TW2674,1,Backpack,Large,Brown,Carried
T20260409_0015_TW2674,T20260409_0015,2026-04-09,TW2674,1,Handbag,Small,Black,Carried
T20260409_0013_TW2675,T20260409_0013,2026-04-09,TW2675,1,Backpack,Small,Brown,Carried
T20260409_0018_TW2675,T20260409_0018,2026-04-09,TW2675,1,Backpack,Large,Gray,Carried
T20260409_0015_TW2675,T20260409_0015,2026-04-09,TW2675,1,Handbag,Small,Black,Carried
T20260409_0017_TW2675,T20260409_0017,2026-04-09,TW2675,1,Bag,Small,Black,Stationary
T20260409_0011_TW2675,T20260409_0011,2026-04-09,TW2675,1,Suitcase,Medium,Blue,Carried
T20260409_0001_TW2675,T20260409_0001,2026-04-09,TW2675,1,Box,Medium,Green,Stationary
T20260409_0009_TW2675,T20260409_0009,2026-04-09,TW2675,1,Backpack,Small,Black,Stationary
T20260409_0014_TW2675,T20260409_0014,2026-04-09,TW2675,1,Handbag,Large,Red,Carried
T20260409_0016_TW2675,T20260409_0016,2026-04-09,TW2675,1,Bag,Medium,Red,Carried
T20260409_0006_TW2675,T20260409_0006,2026-04-09,TW2675,1,Handbag,Medium,Blue,Stationary
T20260409_0003_TW2675,T20260409_0003,2026-04-09,TW2675,1,Backpack,Large,Brown,Stationary
T20260409_0008_TW2675,T20260409_0008,2026-04-09,TW2675,1,Backpack,Medium,Black,Carried
T20260409_0005_TW2675,T20260409_0005,2026-04-09,TW2675,1,Backpack,Medium,Black,Stationary
T20260409_0020_TW2675,T20260409_0020,2026-04-09,TW2675,1,Bag,Small,White,Stationary
T20260409_0007_TW2675,T20260409_0007,2026-04-09,TW2675,1,Backpack,Small,Blue,Carried
T20260409_0002_TW2675,T20260409_0002,2026-04-09,TW2675,1,Box,Medium,White,Carried
T20260409_0012_TW2675,T20260409_0012,2026-04-09,TW2675,1,Handbag,Large,Green,Stationary
T20260409_0004_TW2675,T20260409_0004,2026-04-09,TW2675,1,Box,Medium,Green,Carried
T20260409_0019_TW2675,T20260409_0019,2026-04-09,TW2675,1,Backpack,Medium,Black,Carried
T20260409_0010_TW2675,T20260409_0010,2026-04-09,TW2675,1,Suitcase,Medium,Black,Carried
T20260409_0013_TW2676,T20260409_0013,2026-04-09,TW2676,1,Backpack,Small,Brown,Carried
T20260409_0003_TW2676,T20260409_0003,2026-04-09,TW2676,1,Backpack,Large,Brown,Carried
T20260409_0006_TW2676,T20260409_0006,2026-04-09,TW2676,1,Handbag,Medium,Blue,Stationary
T20260409_0020_TW2676,T20260409_0020,2026-04-09,TW2676,1,Bag,Small,White,Carried
T20260409_0018_TW2676,T20260409_0018,2026-04-09,TW2676,1,Backpack,Large,Gray,Stationary
T20260409_0016_TW2676,T20260409_0016,2026-04-09,TW2676,1,Bag,Medium,Red,Stationary
T20260409_0019_TW2676,T20260409_0019,2026-04-09,TW2676,1,Backpack,Medium,Black,Stationary
T20260409_0014_TW2676,T20260409_0014,2026-04-09,TW2676,1,Handbag,Large,Red,Carried
T20260409_0008_TW2676,T20260409_0008,2026-04-09,TW2676,1,Backpack,Medium,Black,Stationary
T20260409_0007_TW2676,T20260409_0007,2026-04-09,TW2676,1,Backpack,Small,Blue,Carried
T20260409_0002_TW2676,T20260409_0002,2026-04-09,TW2676,1,Box,Medium,White,Carried
T20260409_0011_TW2676,T20260409_0011,2026-04-09,TW2676,1,Suitcase,Medium,Blue,Stationary
T20260409_0010_TW2676,T20260409_0010,2026-04-09,TW2676,1,Suitcase,Medium,Black,Carried
T20260409_0017_TW2676,T20260409_0017,2026-04-09,TW2676,1,Bag,Small,Black,Stationary
T20260409_0015_TW2676,T20260409_0015,2026-04-09,TW2676,1,Handbag,Small,Black,Stationary
T20260409_0005_TW2676,T20260409_0005,2026-04-09,TW2676,1,Backpack,Medium,Black,Carried
T20260409_0009_TW2676,T20260409_0009,2026-04-09,TW2676,1,Backpack,Small,Black,Carried
T20260409_0001_TW2676,T20260409_0001,2026-04-09,TW2676,1,Box,Medium,Green,Stationary
T20260409_0004_TW2676,T20260409_0004,2026-04-09,TW2676,1,Box,Medium,Green,Carried
T20260409_0012_TW2676,T20260409_0012,2026-04-09,TW2676,1,Handbag,Large,Green,Carried
T20260409_0001_TW2677,T20260409_0001,2026-04-09,TW2677,1,Box,Medium,Green,Stationary
T20260409_0016_TW2677,T20260409_0016,2026-04-09,TW2677,1,Bag,Medium,Red,Stationary
T20260409_0009_TW2677,T20260409_0009,2026-04-09,TW2677,1,Backpack,Small,Black,Stationary
T20260409_0019_TW2677,T20260409_0019,2026-04-09,TW2677,1,Backpack,Medium,Black,Carried
T20260409_0014_TW2677,T20260409_0014,2026-04-09,TW2677,1,Handbag,Large,Red,Stationary
T20260409_0005_TW2677,T20260409_0005,2026-04-09,TW2677,1,Backpack,Medium,Black,Stationary
T20260409_0002_TW2677,T20260409_0002,2026-04-09,TW2677,1,Box,Medium,White,Carried
T20260409_0004_TW2677,T20260409_0004,2026-04-09,TW2677,1,Box,Medium,Green,Carried
T20260409_0008_TW2677,T20260409_0008,2026-04-09,TW2677,1,Backpack,Medium,Black,Carried
T20260409_0010_TW2677,T20260409_0010,2026-04-09,TW2677,1,Suitcase,Medium,Black,Carried
T20260409_0018_TW2677,T20260409_0018,2026-04-09,TW2677,1,Backpack,Large,Gray,Carried
T20260409_0017_TW2677,T20260409_0017,2026-04-09,TW2677,1,Bag,Small,Black,Carried
T20260409_0011_TW2677,T20260409_0011,2026-04-09,TW2677,2,Suitcase,Medium,Blue,Carried
T20260409_0015_TW2677,T20260409_0015,2026-04-09,TW2677,2,Handbag,Small,Black,Carried
T20260409_0007_TW2677,T20260409_0007,2026-04-09,TW2677,2,Backpack,Small,Blue,Carried
T20260409_0006_TW2677,T20260409_0006,2026-04-09,TW2677,2,Handbag,Medium,Blue,Stationary
T20260409_0020_TW2677,T20260409_0020,2026-04-09,TW2677,2,Bag,Small,White,Stationary
T20260409_0013_TW2677,T20260409_0013,2026-04-09,TW2677,2,Backpack,Small,Brown,Carried
T20260409_0012_TW2677,T20260409_0012,2026-04-09,TW2677,2,Handbag,Large,Green,Stationary
T20260409_0003_TW2677,T20260409_0003,2026-04-09,TW2677,2,Backpack,Large,Brown,Carried
T20260409_0003_TW2678,T20260409_0003,2026-04-09,TW2678,1,Backpack,Large,Brown,Carried
T20260409_0016_TW2678,T20260409_0016,2026-04-09,TW2678,1,Bag,Medium,Red,Stationary
T20260409_0015_TW2678,T20260409_0015,2026-04-09,TW2678,1,Handbag,Small,Black,Carried
T20260409_0011_TW2678,T20260409_0011,2026-04-09,TW2678,1,Suitcase,Medium,Blue,Carried
T20260409_0013_TW2678,T20260409_0013,2026-04-09,TW2678,1,Backpack,Small,Brown,Stationary
T20260409_0020_TW2678,T20260409_0020,2026-04-09,TW2678,1,Bag,Small,White,Stationary
T20260409_0002_TW2678,T20260409_0002,2026-04-09,TW2678,1,Box,Medium,White,Carried
T20260409_0012_TW2678,T20260409_0012,2026-04-09,TW2678,1,Handbag,Large,Green,Carried
T20260409_0008_TW2678,T20260409_0008,2026-04-09,TW2678,1,Backpack,Medium,Black,Carried
T20260409_0001_TW2678,T20260409_0001,2026-04-09,TW2678,1,Box,Medium,Green,Stationary
T20260409_0004_TW2678,T20260409_0004,2026-04-09,TW2678,1,Box,Medium,Green,Stationary
T20260409_0010_TW2678,T20260409_0010,2026-04-09,TW2678,1,Suitcase,Medium,Black,Carried
T20260409_0006_TW2678,T20260409_0006,2026-04-09,TW2678,1,Handbag,Medium,Blue,Stationary
T20260409_0017_TW2678,T20260409_0017,2026-04-09,TW2678,1,Bag,Small,Black,Carried
T20260409_0007_TW2678,T20260409_0007,2026-04-09,TW2678,1,Backpack,Small,Blue,Carried
T20260409_0009_TW2678,T20260409_0009,2026-04-09,TW2678,1,Backpack,Small,Black,Stationary
T20260409_0005_TW2678,T20260409_0005,2026-04-09,TW2678,1,Backpack,Medium,Black,Stationary
T20260409_0014_TW2678,T20260409_0014,2026-04-09,TW2678,1,Handbag,Large,Red,Carried
T20260409_0019_TW2678,T20260409_0019,2026-04-09,TW2678,1,Backpack,Medium,Black,Stationary
