entity_tw_id,ts_start,ts_end,video_id,camera_id,location_id
P20260409_0030_TW2861,2026-04-09 07:56:51,2026-04-09 07:56:56,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2862,2026-04-09 07:57:00,2026-04-09 07:57:05,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2863,2026-04-09 07:57:12,2026-04-09 07:57:13,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2864,2026-04-09 07:57:24,2026-04-09 07:57:29,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2865,2026-04-09 07:57:38,2026-04-09 07:57:40,V_C003_20260409_075500,C003,L002
P20260409_0030_TW2866,2026-04-09 07:57:41,2026-04-09 07:57:49,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2867,2026-04-09 07:57:54,2026-04-09 07:58:00,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2868,2026-04-09 07:58:03,2026-04-09 07:58:08,V_C003_20260409_075500,C003,L002
P20260409_0030_TW2869,2026-04-09 07:58:11,2026-04-09 07:58:18,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2870,2026-04-09 07:58:24,2026-04-09 07:58:30,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2871,2026-04-09 07:58:30,2026-04-09 07:58:34,V_C001_20260409_075500,C001,L001
P20260409_0030_TW2872,2026-04-09 07:58:42,2026-04-09 07:58:48,V_C001_20260409_075500,C001,L001
P20260409_0030_TW2873,2026-04-09 07:58:52,2026-04-09 07:58:55,V_C001_20260409_075500,C001,L001
P20260409_0030_TW2874,2026-04-09 07:59:03,2026-04-09 07:59:06,V_C001_20260409_075500,C001,L001
P20260409_0030_TW2875,2026-04-09 07:59:18,2026-04-09 07:59:19,V_C001_20260409_075500,C001,L001
P20260409_0030_TW2876,2026-04-09 07:59:26,2026-04-09 07:59:28,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2877,2026-04-09 07:59:31,2026-04-09 07:59:32,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2878,2026-04-09 07:59:42,2026-04-09 07:59:44,V_C002_20260409_075500,C002,L001
P20260409_0030_TW2879,2026-04-09 07:59:50,2026-04-09 07:59:57,V_C002_20260409_075500,C002,L001
P20260409_0031_TW2520,2026-04-09 07:00:06,2026-04-09 07:00:10,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2521,2026-04-09 07:00:12,2026-04-09 07:00:18,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2522,2026-04-09 07:00:20,2026-04-09 07:00:27,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2523,2026-04-09 07:00:34,2026-04-09 07:00:39,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2524,2026-04-09 07:00:43,2026-04-09 07:00:50,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2525,2026-04-09 07:00:56,2026-04-09 07:01:00,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2526,2026-04-09 07:01:00,2026-04-09 07:01:08,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2527,2026-04-09 07:01:14,2026-04-09 07:01:20,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2528,2026-04-09 07:01:22,2026-04-09 07:01:24,V_C003_20260409_070000,C003,L002
P20260409_0031_TW2529,2026-04-09 07:01:34,2026-04-09 07:01:35,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2530,2026-04-09 07:01:42,2026-04-09 07:01:43,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2531,2026-04-09 07:01:57,2026-04-09 07:01:59,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2532,2026-04-09 07:02:03,2026-04-09 07:02:08,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2533,2026-04-09 07:02:12,2026-04-09 07:02:17,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2534,2026-04-09 07:02:20,2026-04-09 07:02:26,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2535,2026-04-09 07:02:30,2026-04-09 07:02:37,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2536,2026-04-09 07:02:42,2026-04-09 07:02:48,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2537,2026-04-09 07:02:52,2026-04-09 07:03:00,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2538,2026-04-09 07:03:04,2026-04-09 07:03:08,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2539,2026-04-09 07:03:13,2026-04-09 07:03:20,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2540,2026-04-09 07:03:20,2026-04-09 07:03:28,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2541,2026-04-09 07:03:32,2026-04-09 07:03:40,V_C003_20260409_070000,C003,L002
P20260409_0031_TW2542,2026-04-09 07:03:41,2026-04-09 07:03:48,V_C003_20260409_070000,C003,L002
P20260409_0031_TW2543,2026-04-09 07:03:55,2026-04-09 07:03:58,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2544,2026-04-09 07:04:05,2026-04-09 07:04:06,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2545,2026-04-09 07:04:10,2026-04-09 07:04:14,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2546,2026-04-09 07:04:26,2026-04-09 07:04:29,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2547,2026-04-09 07:04:33,2026-04-09 07:04:39,V_C001_20260409_070000,C001,L001
P20260409_0031_TW2548,2026-04-09 07:04:43,2026-04-09 07:04:44,V_C003_20260409_070000,C003,L002
P20260409_0031_TW2549,2026-04-09 07:04:56,2026-04-09 07:04:59,V_C002_20260409_070000,C002,L001
P20260409_0031_TW2550,2026-04-09 07:05:04,2026-04-09 07:05:10,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2551,2026-04-09 07:05:11,2026-04-09 07:05:17,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2552,2026-04-09 07:05:22,2026-04-09 07:05:30,V_C003_20260409_070500,C003,L002
P20260409_0031_TW2553,2026-04-09 07:05:34,2026-04-09 07:05:36,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2554,2026-04-09 07:05:47,2026-04-09 07:05:48,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2555,2026-04-09 07:05:53,2026-04-09 07:06:00,V_C003_20260409_070500,C003,L002
P20260409_0031_TW2556,2026-04-09 07:06:04,2026-04-09 07:06:08,V_C003_20260409_070500,C003,L002
P20260409_0031_TW2557,2026-04-09 07:06:10,2026-04-09 07:06:16,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2558,2026-04-09 07:06:23,2026-04-09 07:06:25,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2559,2026-04-09 07:06:35,2026-04-09 07:06:39,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2560,2026-04-09 07:06:43,2026-04-09 07:06:47,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2561,2026-04-09 07:06:50,2026-04-09 07:06:56,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2562,2026-04-09 07:07:06,2026-04-09 07:07:07,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2563,2026-04-09 07:07:18,2026-04-09 07:07:19,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2564,2026-04-09 07:07:25,2026-04-09 07:07:30,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2565,2026-04-09 07:07:30,2026-04-09 07:07:32,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2566,2026-04-09 07:07:40,2026-04-09 07:07:46,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2567,2026-04-09 07:07:51,2026-04-09 07:07:56,V_C003_20260409_070500,C003,L002
P20260409_0031_TW2568,2026-04-09 07:08:02,2026-04-09 07:08:09,V_C003_20260409_070500,C003,L002
P20260409_0031_TW2569,2026-04-09 07:08:10,2026-04-09 07:08:18,V_C003_20260409_070500,C003,L002
P20260409_0031_TW2570,2026-04-09 07:08:25,2026-04-09 07:08:27,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2571,2026-04-09 07:08:31,2026-04-09 07:08:38,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2572,2026-04-09 07:08:44,2026-04-09 07:08:46,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2573,2026-04-09 07:08:50,2026-04-09 07:08:57,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2574,2026-04-09 07:09:01,2026-04-09 07:09:05,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2575,2026-04-09 07:09:15,2026-04-09 07:09:16,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2576,2026-04-09 07:09:23,2026-04-09 07:09:26,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2577,2026-04-09 07:09:33,2026-04-09 07:09:39,V_C004_20260409_070500,C004,L002
P20260409_0031_TW2578,2026-04-09 07:09:48,2026-04-09 07:09:50,V_C001_20260409_070500,C001,L001
P20260409_0031_TW2579,2026-04-09 07:09:54,2026-04-09 07:09:55,V_C002_20260409_070500,C002,L001
P20260409_0031_TW2580,2026-04-09 07:10:01,2026-04-09 07:10:08,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2581,2026-04-09 07:10:15,2026-04-09 07:10:17,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2582,2026-04-09 07:10:23,2026-04-09 07:10:24,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2583,2026-04-09 07:10:33,2026-04-09 07:10:40,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2584,2026-04-09 07:10:41,2026-04-09 07:10:45,V_C003_20260409_071000,C003,L002
P20260409_0031_TW2585,2026-04-09 07:10:50,2026-04-09 07:10:54,V_C003_20260409_071000,C003,L002
P20260409_0031_TW2586,2026-04-09 07:11:01,2026-04-09 07:11:09,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2587,2026-04-09 07:11:12,2026-04-09 07:11:20,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2588,2026-04-09 07:11:22,2026-04-09 07:11:30,V_C003_20260409_071000,C003,L002
P20260409_0031_TW2589,2026-04-09 07:11:32,2026-04-09 07:11:37,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2590,2026-04-09 07:11:40,2026-04-09 07:11:48,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2591,2026-04-09 07:11:54,2026-04-09 07:11:59,V_C003_20260409_071000,C003,L002
P20260409_0031_TW2592,2026-04-09 07:12:07,2026-04-09 07:12:08,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2593,2026-04-09 07:12:18,2026-04-09 07:12:20,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2594,2026-04-09 07:12:27,2026-04-09 07:12:30,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2595,2026-04-09 07:12:37,2026-04-09 07:12:40,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2596,2026-04-09 07:12:46,2026-04-09 07:12:49,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2597,2026-04-09 07:12:50,2026-04-09 07:12:55,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2598,2026-04-09 07:13:04,2026-04-09 07:13:06,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2599,2026-04-09 07:13:14,2026-04-09 07:13:16,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2600,2026-04-09 07:13:23,2026-04-09 07:13:28,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2601,2026-04-09 07:13:30,2026-04-09 07:13:32,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2602,2026-04-09 07:13:45,2026-04-09 07:13:49,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2603,2026-04-09 07:13:51,2026-04-09 07:13:58,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2604,2026-04-09 07:14:01,2026-04-09 07:14:07,V_C003_20260409_071000,C003,L002
P20260409_0031_TW2605,2026-04-09 07:14:11,2026-04-09 07:14:13,V_C003_20260409_071000,C003,L002
P20260409_0031_TW2606,2026-04-09 07:14:21,2026-04-09 07:14:23,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2607,2026-04-09 07:14:35,2026-04-09 07:14:39,V_C004_20260409_071000,C004,L002
P20260409_0031_TW2608,2026-04-09 07:14:47,2026-04-09 07:14:50,V_C002_20260409_071000,C002,L001
P20260409_0031_TW2609,2026-04-09 07:14:52,2026-04-09 07:14:57,V_C001_20260409_071000,C001,L001
P20260409_0031_TW2610,2026-04-09 07:15:00,2026-04-09 07:15:08,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2611,2026-04-09 07:15:16,2026-04-09 07:15:20,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2612,2026-04-09 07:15:26,2026-04-09 07:15:27,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2613,2026-04-09 07:15:33,2026-04-09 07:15:35,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2614,2026-04-09 07:15:42,2026-04-09 07:15:47,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2615,2026-04-09 07:15:53,2026-04-09 07:15:59,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2616,2026-04-09 07:16:03,2026-04-09 07:16:04,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2617,2026-04-09 07:16:12,2026-04-09 07:16:15,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2618,2026-04-09 07:16:21,2026-04-09 07:16:24,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2619,2026-04-09 07:16:34,2026-04-09 07:16:36,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2620,2026-04-09 07:16:41,2026-04-09 07:16:49,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2621,2026-04-09 07:16:51,2026-04-09 07:16:56,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2622,2026-04-09 07:17:05,2026-04-09 07:17:09,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2623,2026-04-09 07:17:12,2026-04-09 07:17:14,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2624,2026-04-09 07:17:28,2026-04-09 07:17:30,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2625,2026-04-09 07:17:30,2026-04-09 07:17:35,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2626,2026-04-09 07:17:40,2026-04-09 07:17:43,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2627,2026-04-09 07:17:50,2026-04-09 07:17:52,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2628,2026-04-09 07:18:03,2026-04-09 07:18:08,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2629,2026-04-09 07:18:12,2026-04-09 07:18:20,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2630,2026-04-09 07:18:25,2026-04-09 07:18:28,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2631,2026-04-09 07:18:34,2026-04-09 07:18:39,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2632,2026-04-09 07:18:44,2026-04-09 07:18:49,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2633,2026-04-09 07:18:56,2026-04-09 07:18:57,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2634,2026-04-09 07:19:08,2026-04-09 07:19:10,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2635,2026-04-09 07:19:14,2026-04-09 07:19:20,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2636,2026-04-09 07:19:22,2026-04-09 07:19:30,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2637,2026-04-09 07:19:34,2026-04-09 07:19:38,V_C003_20260409_071500,C003,L002
P20260409_0031_TW2638,2026-04-09 07:19:42,2026-04-09 07:19:49,V_C001_20260409_071500,C001,L001
P20260409_0031_TW2639,2026-04-09 07:19:51,2026-04-09 07:19:57,V_C002_20260409_071500,C002,L001
P20260409_0031_TW2640,2026-04-09 07:20:05,2026-04-09 07:20:08,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2641,2026-04-09 07:20:17,2026-04-09 07:20:20,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2642,2026-04-09 07:20:20,2026-04-09 07:20:28,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2643,2026-04-09 07:20:36,2026-04-09 07:20:38,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2644,2026-04-09 07:20:42,2026-04-09 07:20:50,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2645,2026-04-09 07:20:55,2026-04-09 07:20:57,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2646,2026-04-09 07:21:00,2026-04-09 07:21:07,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2647,2026-04-09 07:21:15,2026-04-09 07:21:20,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2648,2026-04-09 07:21:25,2026-04-09 07:21:30,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2649,2026-04-09 07:21:33,2026-04-09 07:21:39,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2650,2026-04-09 07:21:40,2026-04-09 07:21:44,V_C003_20260409_072000,C003,L002
P20260409_0031_TW2651,2026-04-09 07:21:57,2026-04-09 07:22:00,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2652,2026-04-09 07:22:03,2026-04-09 07:22:07,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2653,2026-04-09 07:22:10,2026-04-09 07:22:13,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2654,2026-04-09 07:22:24,2026-04-09 07:22:29,V_C003_20260409_072000,C003,L002
P20260409_0031_TW2655,2026-04-09 07:22:36,2026-04-09 07:22:39,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2656,2026-04-09 07:22:42,2026-04-09 07:22:50,V_C003_20260409_072000,C003,L002
P20260409_0031_TW2657,2026-04-09 07:22:51,2026-04-09 07:22:57,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2658,2026-04-09 07:23:07,2026-04-09 07:23:09,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2659,2026-04-09 07:23:16,2026-04-09 07:23:18,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2660,2026-04-09 07:23:27,2026-04-09 07:23:28,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2661,2026-04-09 07:23:32,2026-04-09 07:23:39,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2662,2026-04-09 07:23:43,2026-04-09 07:23:48,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2663,2026-04-09 07:23:50,2026-04-09 07:23:52,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2664,2026-04-09 07:24:01,2026-04-09 07:24:09,V_C003_20260409_072000,C003,L002
P20260409_0031_TW2665,2026-04-09 07:24:10,2026-04-09 07:24:18,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2666,2026-04-09 07:24:21,2026-04-09 07:24:24,V_C002_20260409_072000,C002,L001
P20260409_0031_TW2667,2026-04-09 07:24:32,2026-04-09 07:24:38,V_C003_20260409_072000,C003,L002
P20260409_0031_TW2668,2026-04-09 07:24:42,2026-04-09 07:24:50,V_C003_20260409_072000,C003,L002
P20260409_0031_TW2669,2026-04-09 07:24:55,2026-04-09 07:24:56,V_C001_20260409_072000,C001,L001
P20260409_0031_TW2670,2026-04-09 07:25:06,2026-04-09 07:25:09,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2671,2026-04-09 07:25:15,2026-04-09 07:25:16,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2672,2026-04-09 07:25:25,2026-04-09 07:25:26,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2673,2026-04-09 07:25:33,2026-04-09 07:25:39,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2674,2026-04-09 07:25:40,2026-04-09 07:25:47,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2675,2026-04-09 07:25:54,2026-04-09 07:25:55,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2676,2026-04-09 07:26:04,2026-04-09 07:26:07,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2677,2026-04-09 07:26:10,2026-04-09 07:26:18,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2678,2026-04-09 07:26:22,2026-04-09 07:26:24,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2679,2026-04-09 07:26:30,2026-04-09 07:26:33,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2680,2026-04-09 07:26:46,2026-04-09 07:26:49,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2681,2026-04-09 07:26:52,2026-04-09 07:26:57,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2682,2026-04-09 07:27:02,2026-04-09 07:27:06,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2683,2026-04-09 07:27:10,2026-04-09 07:27:13,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2684,2026-04-09 07:27:20,2026-04-09 07:27:26,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2685,2026-04-09 07:27:35,2026-04-09 07:27:37,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2686,2026-04-09 07:27:44,2026-04-09 07:27:47,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2687,2026-04-09 07:27:51,2026-04-09 07:27:57,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2688,2026-04-09 07:28:01,2026-04-09 07:28:05,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2689,2026-04-09 07:28:16,2026-04-09 07:28:19,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2690,2026-04-09 07:28:22,2026-04-09 07:28:23,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2691,2026-04-09 07:28:38,2026-04-09 07:28:40,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2692,2026-04-09 07:28:40,2026-04-09 07:28:47,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2693,2026-04-09 07:28:53,2026-04-09 07:29:00,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2694,2026-04-09 07:29:03,2026-04-09 07:29:04,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2695,2026-04-09 07:29:17,2026-04-09 07:29:19,V_C002_20260409_072500,C002,L001
P20260409_0031_TW2696,2026-04-09 07:29:23,2026-04-09 07:29:26,V_C004_20260409_072500,C004,L002
P20260409_0031_TW2697,2026-04-09 07:29:32,2026-04-09 07:29:40,V_C003_20260409_072500,C003,L002
P20260409_0031_TW2698,2026-04-09 07:29:41,2026-04-09 07:29:49,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2699,2026-04-09 07:29:51,2026-04-09 07:29:52,V_C001_20260409_072500,C001,L001
P20260409_0031_TW2700,2026-04-09 07:30:04,2026-04-09 07:30:10,V_C003_20260409_073000,C003,L002
P20260409_0031_TW2701,2026-04-09 07:30:12,2026-04-09 07:30:14,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2702,2026-04-09 07:30:25,2026-04-09 07:30:27,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2703,2026-04-09 07:30:33,2026-04-09 07:30:37,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2704,2026-04-09 07:30:47,2026-04-09 07:30:48,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2705,2026-04-09 07:30:52,2026-04-09 07:30:59,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2706,2026-04-09 07:31:03,2026-04-09 07:31:07,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2707,2026-04-09 07:31:18,2026-04-09 07:31:19,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2708,2026-04-09 07:31:21,2026-04-09 07:31:28,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2709,2026-04-09 07:31:32,2026-04-09 07:31:38,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2710,2026-04-09 07:31:47,2026-04-09 07:31:50,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2711,2026-04-09 07:31:55,2026-04-09 07:32:00,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2712,2026-04-09 07:32:02,2026-04-09 07:32:07,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2713,2026-04-09 07:32:12,2026-04-09 07:32:18,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2714,2026-04-09 07:32:20,2026-04-09 07:32:26,V_C003_20260409_073000,C003,L002
P20260409_0031_TW2715,2026-04-09 07:32:31,2026-04-09 07:32:33,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2716,2026-04-09 07:32:41,2026-04-09 07:32:44,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2717,2026-04-09 07:32:55,2026-04-09 07:32:58,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2718,2026-04-09 07:33:02,2026-04-09 07:33:08,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2719,2026-04-09 07:33:10,2026-04-09 07:33:12,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2720,2026-04-09 07:33:21,2026-04-09 07:33:29,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2721,2026-04-09 07:33:35,2026-04-09 07:33:40,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2722,2026-04-09 07:33:44,2026-04-09 07:33:46,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2723,2026-04-09 07:33:53,2026-04-09 07:34:00,V_C003_20260409_073000,C003,L002
P20260409_0031_TW2724,2026-04-09 07:34:07,2026-04-09 07:34:09,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2725,2026-04-09 07:34:18,2026-04-09 07:34:19,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2726,2026-04-09 07:34:23,2026-04-09 07:34:25,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2727,2026-04-09 07:34:33,2026-04-09 07:34:40,V_C002_20260409_073000,C002,L001
P20260409_0031_TW2728,2026-04-09 07:34:40,2026-04-09 07:34:46,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2729,2026-04-09 07:34:53,2026-04-09 07:34:59,V_C001_20260409_073000,C001,L001
P20260409_0031_TW2730,2026-04-09 07:35:04,2026-04-09 07:35:10,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2731,2026-04-09 07:35:14,2026-04-09 07:35:20,V_C002_20260409_073500,C002,L001
P20260409_0031_TW2732,2026-04-09 07:35:23,2026-04-09 07:35:30,V_C002_20260409_073500,C002,L001
P20260409_0031_TW2733,2026-04-09 07:35:33,2026-04-09 07:35:40,V_C002_20260409_073500,C002,L001
P20260409_0031_TW2734,2026-04-09 07:35:42,2026-04-09 07:35:45,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2735,2026-04-09 07:35:50,2026-04-09 07:35:57,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2736,2026-04-09 07:36:01,2026-04-09 07:36:08,V_C002_20260409_073500,C002,L001
P20260409_0031_TW2737,2026-04-09 07:36:12,2026-04-09 07:36:17,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2738,2026-04-09 07:36:21,2026-04-09 07:36:29,V_C003_20260409_073500,C003,L002
P20260409_0031_TW2739,2026-04-09 07:36:30,2026-04-09 07:36:38,V_C002_20260409_073500,C002,L001
P20260409_0031_TW2740,2026-04-09 07:36:41,2026-04-09 07:36:46,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2741,2026-04-09 07:36:51,2026-04-09 07:36:56,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2742,2026-04-09 07:37:05,2026-04-09 07:37:10,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2743,2026-04-09 07:37:11,2026-04-09 07:37:16,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2744,2026-04-09 07:37:20,2026-04-09 07:37:27,V_C001_20260409_073500,C001,L001
P20260409_0031_TW2745,2026-04-09 07:37:30,2026-04-09 07:37:35,V_C002_20260409_073500,C002,L001
